#REF	ALT	Missing	Total
214	4	10	228
211	17	0	228
223	5	0	228
211	17	0	228
110	108	10	228
175	53	0	228
218	4	6	228
73	155	0	228
159	57	12	228
210	14	4	228
53	175	0	228
98	122	8	228
188	40	0	228
224	4	0	228
36	192	0	228
224	2	2	228
170	58	0	228
226	2	0	228
34	194	0	228
208	20	0	228
196	20	12	228
199	29	0	228
110	118	0	228
180	48	0	228
84	144	0	228
198	30	0	228
192	36	0	228
151	69	8	228
63	165	0	228
192	36	0	228
146	82	0	228
224	4	0	228
183	41	4	228
188	40	0	228
27	201	0	228
95	133	0	228
226	2	0	228
205	19	4	228
222	2	4	228
208	18	2	228
209	19	0	228
218	8	2	228
225	3	0	228
105	123	0	228
216	4	8	228
88	138	2	228
76	146	6	228
88	140	0	228
209	19	0	228
60	168	0	228
185	39	4	228
188	40	0	228
222	6	0	228
2	226	0	228
210	18	0	228
210	18	0	228
210	18	0	228
223	3	2	228
210	18	0	228
226	2	0	228
214	6	8	228
226	2	0	228
224	4	0	228
160	68	0	228
13	215	0	228
76	150	2	228
135	87	6	228
212	12	4	228
226	2	0	228
202	16	10	228
146	82	0	228
219	9	0	228
211	7	10	228
157	69	2	228
224	2	2	228
148	80	0	228
140	88	0	228
14	208	6	228
195	21	12	228
207	19	2	228
88	136	4	228
43	181	4	228
219	3	6	228
221	7	0	228
224	4	0	228
207	21	0	228
199	21	8	228
94	134	0	228
202	24	2	228
214	2	12	228
117	107	4	228
222	6	0	228
46	174	8	228
120	108	0	228
223	3	2	228
163	55	10	228
212	14	2	228
221	5	2	228
223	3	2	228
211	17	0	228
215	5	8	228
204	24	0	228
184	44	0	228
226	2	0	228
195	33	0	228
202	26	0	228
223	5	0	228
220	2	6	228
114	108	6	228
116	108	4	228
226	2	0	228
165	55	8	228
226	2	0	228
209	19	0	228
204	20	4	228
197	29	2	228
118	100	10	228
105	123	0	228
206	10	12	228
214	2	12	228
186	42	0	228
218	10	0	228
4	220	4	228
138	78	12	228
221	5	2	228
19	209	0	228
212	14	2	228
153	71	4	228
216	12	0	228
208	18	2	228
226	2	0	228
135	91	2	228
226	2	0	228
107	119	2	228
9	207	12	228
196	32	0	228
39	189	0	228
33	189	6	228
210	18	0	228
223	3	2	228
221	3	4	228
200	28	0	228
216	2	10	228
221	5	2	228
205	23	0	228
105	123	0	228
119	109	0	228
185	39	4	228
196	32	0	228
153	75	0	228
221	7	0	228
223	3	2	228
179	49	0	228
145	83	0	228
60	168	0	228
198	20	10	228
224	4	0	228
222	6	0	228
144	82	2	228
224	4	0	228
222	6	0	228
21	207	0	228
52	176	0	228
216	12	0	228
132	96	0	228
156	72	0	228
209	19	0	228
219	3	6	228
219	9	0	228
169	59	0	228
76	150	2	228
209	19	0	228
153	75	0	228
209	15	4	228
221	7	0	228
202	14	12	228
176	50	2	228
223	5	0	228
226	2	0	228
84	138	6	228
53	175	0	228
179	41	8	228
226	2	0	228
216	12	0	228
211	17	0	228
179	37	12	228
196	32	0	228
104	114	10	228
220	8	0	228
224	4	0	228
217	5	6	228
220	2	6	228
226	2	0	228
208	8	12	228
225	3	0	228
14	204	10	228
174	42	12	228
225	3	0	228
144	84	0	228
226	2	0	228
207	21	0	228
224	2	2	228
206	22	0	228
206	22	0	228
65	163	0	228
212	16	0	228
224	4	0	228
56	164	8	228
216	2	10	228
215	3	10	228
209	19	0	228
225	3	0	228
22	206	0	228
3	225	0	228
214	4	10	228
52	166	10	228
58	170	0	228
13	215	0	228
217	3	8	228
217	3	8	228
203	19	6	228
211	5	12	228
154	74	0	228
7	221	0	228
26	202	0	228
223	5	0	228
221	7	0	228
157	67	4	228
31	197	0	228
32	196	0	228
216	2	10	228
205	11	12	228
209	17	2	228
211	17	0	228
110	118	0	228
223	5	0	228
176	52	0	228
190	38	0	228
44	184	0	228
98	126	4	228
208	18	2	228
178	50	0	228
226	2	0	228
214	2	12	228
98	126	4	228
84	140	4	228
99	129	0	228
139	89	0	228
98	130	0	228
217	5	6	228
209	19	0	228
16	212	0	228
180	48	0	228
208	20	0	228
192	26	10	228
140	86	2	228
148	80	0	228
214	14	0	228
215	13	0	228
221	5	2	228
224	4	0	228
217	5	6	228
211	15	2	228
211	15	2	228
213	15	0	228
158	70	0	228
222	6	0	228
11	217	0	228
207	13	8	228
214	14	0	228
77	151	0	228
222	2	4	228
216	4	8	228
225	3	0	228
207	15	6	228
8	220	0	228
168	60	0	228
175	51	2	228
221	7	0	228
165	63	0	228
97	121	10	228
176	52	0	228
174	54	0	228
109	117	2	228
193	35	0	228
221	3	4	228
152	68	8	228
54	164	10	228
71	155	2	228
220	8	0	228
134	94	0	228
225	3	0	228
200	28	0	228
32	196	0	228
222	6	0	228
82	142	4	228
179	45	4	228
225	3	0	228
213	7	8	228
226	2	0	228
226	2	0	228
221	7	0	228
214	2	12	228
168	60	0	228
212	10	6	228
26	198	4	228
209	15	4	228
221	5	2	228
222	6	0	228
218	10	0	228
24	204	0	228
224	2	2	228
226	2	0	228
112	106	10	228
224	2	2	228
179	45	4	228
209	7	12	228
216	12	0	228
214	2	12	228
225	3	0	228
25	203	0	228
226	2	0	228
140	88	0	228
225	3	0	228
223	5	0	228
219	3	6	228
143	85	0	228
157	67	4	228
160	68	0	228
77	151	0	228
15	213	0	228
224	2	2	228
221	5	2	228
126	98	4	228
214	12	2	228
200	20	8	228
17	211	0	228
226	2	0	228
211	17	0	228
225	3	0	228
203	15	10	228
217	3	8	228
221	7	0	228
193	35	0	228
226	2	0	228
130	98	0	228
27	201	0	228
181	45	2	228
139	89	0	228
188	34	6	228
190	38	0	228
191	25	12	228
214	2	12	228
30	188	10	228
224	2	2	228
220	2	6	228
226	2	0	228
98	130	0	228
212	16	0	228
216	4	8	228
154	74	0	228
220	2	6	228
164	62	2	228
221	5	2	228
167	61	0	228
226	2	0	228
211	17	0	228
15	207	6	228
221	3	4	228
44	184	0	228
215	5	8	228
13	207	8	228
7	221	0	228
226	2	0	228
226	2	0	228
226	2	0	228
32	196	0	228
210	18	0	228
164	64	0	228
213	15	0	228
226	2	0	228
226	2	0	228
224	4	0	228
209	7	12	228
125	101	2	228
200	26	2	228
205	23	0	228
93	135	0	228
216	2	10	228
206	18	4	228
163	65	0	228
211	17	0	228
210	18	0	228
88	140	0	228
2	220	6	228
155	61	12	228
197	19	12	228
225	3	0	228
213	11	4	228
223	5	0	228
147	81	0	228
191	27	10	228
202	26	0	228
215	3	10	228
92	136	0	228
184	44	0	228
185	43	0	228
223	3	2	228
218	6	4	228
223	3	2	228
217	11	0	228
224	4	0	228
221	7	0	228
226	2	0	228
50	178	0	228
194	26	8	228
73	153	2	228
217	3	8	228
4	220	4	228
87	129	12	228
91	137	0	228
203	17	8	228
29	189	10	228
206	22	0	228
134	94	0	228
96	130	2	228
196	30	2	228
216	12	0	228
54	174	0	228
133	87	8	228
182	46	0	228
216	2	10	228
3	223	2	228
144	82	2	228
216	8	4	228
204	22	2	228
216	2	10	228
223	5	0	228
196	32	0	228
179	37	12	228
215	13	0	228
213	3	12	228
147	81	0	228
215	5	8	228
226	2	0	228
213	3	12	228
184	44	0	228
57	169	2	228
207	11	10	228
168	60	0	228
211	15	2	228
199	27	2	228
151	77	0	228
219	3	6	228
179	49	0	228
201	27	0	228
191	37	0	228
223	5	0	228
33	195	0	228
157	71	0	228
226	2	0	228
115	113	0	228
191	37	0	228
123	105	0	228
113	105	10	228
207	15	6	228
225	3	0	228
226	2	0	228
134	94	0	228
196	32	0	228
218	10	0	228
214	2	12	228
218	10	0	228
226	2	0	228
214	14	0	228
216	2	10	228
218	10	0	228
189	39	0	228
194	34	0	228
214	14	0	228
176	52	0	228
221	7	0	228
192	36	0	228
39	189	0	228
192	36	0	228
210	18	0	228
28	200	0	228
194	34	0	228
198	30	0	228
187	41	0	228
223	5	0	228
131	97	0	228
191	29	8	228
150	72	6	228
192	32	4	228
215	3	10	228
103	125	0	228
215	13	0	228
205	23	0	228
169	47	12	228
214	2	12	228
190	38	0	228
226	2	0	228
224	2	2	228
222	6	0	228
201	27	0	228
216	2	10	228
172	56	0	228
67	161	0	228
222	2	4	228
132	88	8	228
171	57	0	228
209	19	0	228
205	23	0	228
156	72	0	228
138	84	6	228
208	20	0	228
212	12	4	228
85	143	0	228
210	16	2	228
183	33	12	228
212	8	8	228
206	22	0	228
175	45	8	228
206	10	12	228
216	8	4	228
176	52	0	228
176	52	0	228
176	52	0	228
20	206	2	228
178	50	0	228
197	29	2	228
95	127	6	228
226	2	0	228
225	3	0	228
226	2	0	228
226	2	0	228
208	20	0	228
106	110	12	228
152	76	0	228
224	4	0	228
220	6	2	228
155	71	2	228
191	25	12	228
118	108	2	228
225	3	0	228
131	97	0	228
223	5	0	228
85	143	0	228
104	124	0	228
121	107	0	228
225	3	0	228
156	72	0	228
225	3	0	228
213	3	12	228
213	15	0	228
98	130	0	228
72	152	4	228
223	3	2	228
154	74	0	228
225	3	0	228
222	2	4	228
214	4	10	228
218	10	0	228
151	67	10	228
132	94	2	228
188	40	0	228
219	9	0	228
138	84	6	228
143	85	0	228
182	36	10	228
178	40	10	228
153	75	0	228
195	31	2	228
95	123	10	228
212	16	0	228
169	59	0	228
214	2	12	228
174	54	0	228
179	47	2	228
210	18	0	228
223	5	0	228
215	13	0	228
222	6	0	228
65	161	2	228
210	16	2	228
102	126	0	228
222	2	4	228
194	34	0	228
221	3	4	228
109	119	0	228
79	145	4	228
222	2	4	228
213	5	10	228
5	223	0	228
107	121	0	228
212	16	0	228
189	39	0	228
226	2	0	228
218	10	0	228
124	100	4	228
202	26	0	228
95	133	0	228
217	9	2	228
34	192	2	228
201	17	10	228
221	3	4	228
5	217	6	228
158	70	0	228
158	70	0	228
140	88	0	228
90	132	6	228
205	23	0	228
203	21	4	228
219	3	6	228
18	208	2	228
24	204	0	228
222	6	0	228
150	78	0	228
171	57	0	228
214	2	12	228
218	8	2	228
224	4	0	228
197	31	0	228
199	21	8	228
226	2	0	228
224	2	2	228
110	118	0	228
84	144	0	228
152	68	8	228
211	11	6	228
216	2	10	228
146	82	0	228
141	79	8	228
147	81	0	228
168	60	0	228
218	2	8	228
226	2	0	228
226	2	0	228
222	2	4	228
105	111	12	228
218	4	6	228
212	16	0	228
216	10	2	228
216	6	6	228
146	82	0	228
59	163	6	228
199	29	0	228
138	82	8	228
139	83	6	228
211	17	0	228
215	11	2	228
33	183	12	228
58	170	0	228
209	7	12	228
216	2	10	228
132	88	8	228
225	3	0	228
208	8	12	228
171	57	0	228
158	70	0	228
139	89	0	228
194	34	0	228
218	10	0	228
226	2	0	228
217	9	2	228
157	69	2	228
225	3	0	228
164	58	6	228
193	31	4	228
226	2	0	228
158	70	0	228
5	223	0	228
121	97	10	228
224	4	0	228
225	3	0	228
195	29	4	228
37	181	10	228
38	186	4	228
204	12	12	228
164	62	2	228
129	99	0	228
54	166	8	228
226	2	0	228
211	15	2	228
102	126	0	228
216	2	10	228
102	126	0	228
220	8	0	228
4	224	0	228
219	5	4	228
219	9	0	228
213	15	0	228
222	6	0	228
215	7	6	228
140	86	2	228
219	9	0	228
135	93	0	228
184	32	12	228
149	79	0	228
220	8	0	228
224	2	2	228
84	144	0	228
194	24	10	228
220	8	0	228
212	14	2	228
64	164	0	228
200	20	8	228
198	26	4	228
199	25	4	228
215	11	2	228
222	6	0	228
210	18	0	228
198	28	2	228
214	2	12	228
147	75	6	228
141	75	12	228
200	28	0	228
40	188	0	228
2	224	2	228
214	12	2	228
226	2	0	228
217	11	0	228
113	109	6	228
224	4	0	228
91	137	0	228
153	65	10	228
119	105	4	228
226	2	0	228
169	57	2	228
226	2	0	228
188	32	8	228
2	224	2	228
213	3	12	228
149	71	8	228
220	8	0	228
50	170	8	228
90	138	0	228
209	19	0	228
180	46	2	228
210	18	0	228
4	216	8	228
114	114	0	228
108	116	4	228
120	106	2	228
198	20	10	228
79	137	12	228
65	163	0	228
169	59	0	228
6	218	4	228
219	9	0	228
213	3	12	228
209	7	12	228
220	8	0	228
224	2	2	228
176	50	2	228
171	57	0	228
213	3	12	228
225	3	0	228
88	138	2	228
211	17	0	228
213	15	0	228
221	7	0	228
46	182	0	228
225	3	0	228
188	40	0	228
221	7	0	228
93	133	2	228
205	19	4	228
218	6	4	228
224	2	2	228
93	129	6	228
117	111	0	228
62	166	0	228
11	217	0	228
167	53	8	228
141	85	2	228
193	29	6	228
192	34	2	228
22	206	0	228
179	49	0	228
82	146	0	228
175	53	0	228
36	192	0	228
46	182	0	228
212	4	12	228
136	88	4	228
225	3	0	228
226	2	0	228
203	25	0	228
153	63	12	228
199	27	2	228
135	93	0	228
211	17	0	228
209	19	0	228
122	106	0	228
216	2	10	228
10	218	0	228
206	18	4	228
159	65	4	228
226	2	0	228
186	42	0	228
204	24	0	228
226	2	0	228
220	8	0	228
104	124	0	228
35	185	8	228
207	9	12	228
223	3	2	228
215	3	10	228
201	21	6	228
213	15	0	228
104	124	0	228
189	39	0	228
223	3	2	228
225	3	0	228
84	144	0	228
83	141	4	228
83	145	0	228
82	144	2	228
83	145	0	228
108	116	4	228
220	2	6	228
224	4	0	228
220	8	0	228
92	136	0	228
91	137	0	228
11	217	0	228
86	142	0	228
99	125	4	228
97	131	0	228
203	25	0	228
59	163	6	228
33	187	8	228
225	3	0	228
36	192	0	228
36	192	0	228
217	11	0	228
35	189	4	228
35	189	4	228
47	181	0	228
36	192	0	228
50	178	0	228
36	192	0	228
222	4	2	228
221	7	0	228
224	4	0	228
196	32	0	228
220	4	4	228
221	7	0	228
222	6	0	228
157	63	8	228
214	14	0	228
226	2	0	228
219	9	0	228
213	9	6	228
117	99	12	228
208	18	2	228
225	3	0	228
211	7	10	228
185	43	0	228
222	2	4	228
220	8	0	228
214	2	12	228
224	2	2	228
224	2	2	228
189	39	0	228
143	85	0	228
93	135	0	228
9	219	0	228
205	11	12	228
45	181	2	228
119	109	0	228
122	98	8	228
188	40	0	228
211	17	0	228
151	65	12	228
138	90	0	228
177	51	0	228
156	72	0	228
187	41	0	228
220	8	0	228
40	180	8	228
226	2	0	228
226	2	0	228
195	25	8	228
165	63	0	228
148	76	4	228
226	2	0	228
225	3	0	228
197	29	2	228
182	34	12	228
225	3	0	228
56	172	0	228
182	34	12	228
107	121	0	228
55	173	0	228
214	4	10	228
184	36	8	228
163	65	0	228
187	41	0	228
182	34	12	228
147	81	0	228
218	2	8	228
221	7	0	228
167	61	0	228
226	2	0	228
221	7	0	228
226	2	0	228
16	212	0	228
226	2	0	228
2	224	2	228
177	51	0	228
18	208	2	228
175	53	0	228
160	68	0	228
200	28	0	228
183	45	0	228
221	5	2	228
138	86	4	228
74	148	6	228
212	8	8	228
202	26	0	228
167	51	10	228
160	68	0	228
5	221	2	228
191	37	0	228
214	4	10	228
207	11	10	228
106	122	0	228
176	42	10	228
184	44	0	228
186	42	0	228
224	2	2	228
136	92	0	228
168	60	0	228
225	3	0	228
139	89	0	228
16	200	12	228
42	184	2	228
226	2	0	228
222	2	4	228
162	66	0	228
193	35	0	228
87	131	10	228
226	2	0	228
165	63	0	228
201	25	2	228
203	25	0	228
212	10	6	228
198	24	6	228
215	13	0	228
119	109	0	228
186	42	0	228
2	224	2	228
2	226	0	228
205	23	0	228
223	5	0	228
208	20	0	228
192	24	12	228
221	3	4	228
226	2	0	228
71	145	12	228
188	28	12	228
76	140	12	228
211	15	2	228
222	4	2	228
202	26	0	228
126	98	4	228
222	4	2	228
77	151	0	228
219	9	0	228
146	82	0	228
89	129	10	228
146	82	0	228
173	47	8	228
225	3	0	228
124	104	0	228
143	85	0	228
161	67	0	228
217	11	0	228
187	39	2	228
223	5	0	228
189	39	0	228
212	12	4	228
188	28	12	228
140	88	0	228
125	103	0	228
224	2	2	228
94	134	0	228
199	23	6	228
210	16	2	228
207	21	0	228
213	15	0	228
224	2	2	228
166	62	0	228
112	116	0	228
218	6	4	228
211	5	12	228
199	29	0	228
132	90	6	228
226	2	0	228
53	171	4	228
63	165	0	228
71	155	2	228
97	121	10	228
224	4	0	228
226	2	0	228
106	122	0	228
216	2	10	228
167	61	0	228
6	220	2	228
200	24	4	228
225	3	0	228
210	18	0	228
203	15	10	228
126	102	0	228
224	2	2	228
137	89	2	228
178	42	8	228
55	173	0	228
206	22	0	228
199	29	0	228
220	2	6	228
105	123	0	228
221	7	0	228
214	2	12	228
16	204	8	228
80	148	0	228
225	3	0	228
207	21	0	228
219	9	0	228
207	21	0	228
44	180	4	228
208	18	2	228
161	67	0	228
198	30	0	228
192	36	0	228
225	3	0	228
51	177	0	228
59	167	2	228
66	162	0	228
18	208	2	228
225	3	0	228
178	50	0	228
185	43	0	228
211	5	12	228
222	6	0	228
183	43	2	228
109	119	0	228
218	10	0	228
225	3	0	228
219	3	6	228
214	4	10	228
187	41	0	228
222	6	0	228
216	2	10	228
215	13	0	228
160	66	2	228
219	9	0	228
214	12	2	228
213	3	12	228
205	11	12	228
216	12	0	228
220	2	6	228
202	26	0	228
224	4	0	228
197	27	4	228
204	24	0	228
225	3	0	228
188	30	10	228
101	127	0	228
175	45	8	228
166	62	0	228
226	2	0	228
95	133	0	228
14	212	2	228
178	50	0	228
205	11	12	228
212	16	0	228
2	226	0	228
221	5	2	228
7	215	6	228
182	46	0	228
144	84	0	228
220	2	6	228
31	197	0	228
15	211	2	228
221	3	4	228
214	6	8	228
151	77	0	228
221	3	4	228
223	5	0	228
204	18	6	228
48	180	0	228
215	5	8	228
207	19	2	228
217	7	4	228
25	203	0	228
224	4	0	228
216	4	8	228
224	4	0	228
226	2	0	228
58	170	0	228
18	200	10	228
214	12	2	228
215	13	0	228
223	5	0	228
34	194	0	228
199	21	8	228
197	21	10	228
209	19	0	228
215	11	2	228
101	127	0	228
216	2	10	228
218	2	8	228
157	65	6	228
72	156	0	228
50	170	8	228
187	37	4	228
218	10	0	228
207	15	6	228
226	2	0	228
224	2	2	228
189	35	4	228
206	18	4	228
204	12	12	228
226	2	0	228
215	13	0	228
225	3	0	228
109	117	2	228
214	12	2	228
81	147	0	228
213	3	12	228
217	3	8	228
105	123	0	228
220	8	0	228
216	2	10	228
207	19	2	228
221	3	4	228
214	2	12	228
217	9	2	228
214	12	2	228
195	21	12	228
195	29	4	228
220	8	0	228
203	13	12	228
34	194	0	228
165	63	0	228
222	6	0	228
220	2	6	228
201	27	0	228
201	27	0	228
134	94	0	228
132	96	0	228
68	158	2	228
222	2	4	228
200	22	6	228
63	165	0	228
206	22	0	228
214	2	12	228
204	24	0	228
223	5	0	228
221	7	0	228
207	21	0	228
20	208	0	228
50	178	0	228
225	3	0	228
77	149	2	228
39	177	12	228
211	9	8	228
210	18	0	228
204	24	0	228
193	35	0	228
205	23	0	228
209	19	0	228
209	19	0	228
214	14	0	228
64	164	0	228
196	30	2	228
103	125	0	228
104	118	6	228
181	45	2	228
206	18	4	228
144	84	0	228
123	103	2	228
214	14	0	228
36	192	0	228
226	2	0	228
186	32	10	228
107	119	2	228
45	181	2	228
75	143	10	228
221	3	4	228
158	70	0	228
2	226	0	228
3	225	0	228
198	30	0	228
3	223	2	228
141	87	0	228
172	56	0	228
219	9	0	228
217	5	6	228
216	12	0	228
58	166	4	228
101	127	0	228
214	2	12	228
176	44	8	228
219	9	0	228
173	55	0	228
182	46	0	228
44	184	0	228
212	4	12	228
214	4	10	228
134	94	0	228
226	2	0	228
226	2	0	228
226	2	0	228
193	23	12	228
226	2	0	228
117	111	0	228
109	117	2	228
217	9	2	228
109	117	2	228
225	3	0	228
194	34	0	228
42	186	0	228
208	20	0	228
222	2	4	228
207	11	10	228
225	3	0	228
225	3	0	228
82	146	0	228
106	122	0	228
135	93	0	228
190	34	4	228
195	33	0	228
41	179	8	228
5	223	0	228
184	44	0	228
8	220	0	228
8	220	0	228
224	2	2	228
164	64	0	228
185	39	4	228
185	41	2	228
116	108	4	228
197	31	0	228
64	162	2	228
226	2	0	228
167	61	0	228
225	3	0	228
205	15	8	228
167	61	0	228
218	10	0	228
176	52	0	228
68	156	4	228
164	64	0	228
210	18	0	228
225	3	0	228
226	2	0	228
204	20	4	228
166	62	0	228
215	13	0	228
212	16	0	228
16	212	0	228
193	29	6	228
226	2	0	228
194	30	4	228
197	25	6	228
220	4	4	228
220	2	6	228
116	100	12	228
225	3	0	228
218	10	0	228
220	8	0	228
216	2	10	228
206	22	0	228
214	2	12	228
192	30	6	228
207	21	0	228
190	38	0	228
205	23	0	228
212	8	8	228
222	2	4	228
200	20	8	228
214	2	12	228
145	79	4	228
195	31	2	228
138	90	0	228
111	117	0	228
218	10	0	228
215	13	0	228
215	11	2	228
112	108	8	228
199	27	2	228
167	59	2	228
31	197	0	228
31	197	0	228
121	107	0	228
215	9	4	228
215	11	2	228
170	58	0	228
167	61	0	228
63	165	0	228
62	164	2	228
191	37	0	228
3	225	0	228
220	2	6	228
214	10	4	228
13	215	0	228
226	2	0	228
222	2	4	228
226	2	0	228
214	2	12	228
163	63	2	228
217	5	6	228
112	116	0	228
206	22	0	228
111	111	6	228
161	67	0	228
141	87	0	228
148	80	0	228
78	148	2	228
218	8	2	228
219	9	0	228
83	145	0	228
17	211	0	228
158	70	0	228
75	153	0	228
139	87	2	228
195	21	12	228
217	11	0	228
215	13	0	228
223	5	0	228
103	123	2	228
133	95	0	228
189	39	0	228
25	203	0	228
66	162	0	228
221	5	2	228
58	162	8	228
46	182	0	228
171	57	0	228
218	10	0	228
116	112	0	228
125	103	0	228
3	215	10	228
129	99	0	228
214	2	12	228
219	9	0	228
26	202	0	228
26	202	0	228
222	2	4	228
214	14	0	228
127	101	0	228
187	37	4	228
180	36	12	228
142	86	0	228
176	48	4	228
214	14	0	228
96	132	0	228
184	44	0	228
16	210	2	228
9	219	0	228
172	56	0	228
194	34	0	228
28	198	2	228
142	86	0	228
2	226	0	228
101	127	0	228
51	177	0	228
212	16	0	228
221	7	0	228
214	6	8	228
184	38	6	228
225	3	0	228
146	82	0	228
56	170	2	228
188	40	0	228
222	6	0	228
106	122	0	228
106	122	0	228
224	4	0	228
163	55	10	228
155	73	0	228
218	10	0	228
216	10	2	228
215	9	4	228
217	5	6	228
45	177	6	228
212	16	0	228
88	136	4	228
196	32	0	228
51	177	0	228
46	170	12	228
67	161	0	228
159	69	0	228
222	2	4	228
220	2	6	228
207	9	12	228
139	89	0	228
223	5	0	228
212	16	0	228
222	4	2	228
220	8	0	228
34	194	0	228
79	143	6	228
216	2	10	228
38	184	6	228
218	2	8	228
88	128	12	228
201	27	0	228
222	2	4	228
216	12	0	228
59	169	0	228
218	2	8	228
224	4	0	228
205	23	0	228
222	6	0	228
148	80	0	228
224	4	0	228
215	11	2	228
153	73	2	228
112	116	0	228
94	132	2	228
216	10	2	228
115	113	0	228
11	217	0	228
191	35	2	228
65	163	0	228
160	66	2	228
216	2	10	228
220	8	0	228
187	41	0	228
220	8	0	228
208	20	0	228
225	3	0	228
7	211	10	228
221	5	2	228
217	9	2	228
225	3	0	228
211	15	2	228
214	14	0	228
209	9	10	228
9	219	0	228
211	17	0	228
191	37	0	228
169	51	8	228
2	226	0	228
226	2	0	228
144	84	0	228
144	84	0	228
91	131	6	228
22	206	0	228
207	21	0	228
212	14	2	228
47	173	8	228
207	21	0	228
220	8	0	228
222	2	4	228
5	219	4	228
226	2	0	228
219	9	0	228
211	5	12	228
5	221	2	228
224	4	0	228
216	10	2	228
187	37	4	228
208	20	0	228
15	213	0	228
200	28	0	228
25	199	4	228
18	208	2	228
225	3	0	228
195	33	0	228
77	149	2	228
188	34	6	228
187	41	0	228
22	206	0	228
180	46	2	228
168	56	4	228
218	10	0	228
217	11	0	228
200	28	0	228
154	74	0	228
7	221	0	228
115	105	8	228
12	204	12	228
162	66	0	228
224	4	0	228
119	109	0	228
225	3	0	228
226	2	0	228
226	2	0	228
173	55	0	228
26	202	0	228
58	170	0	228
105	117	6	228
187	41	0	228
222	6	0	228
169	59	0	228
201	19	8	228
214	6	8	228
222	6	0	228
215	3	10	228
127	101	0	228
103	125	0	228
193	35	0	228
15	205	8	228
191	37	0	228
224	4	0	228
205	23	0	228
224	4	0	228
200	28	0	228
218	4	6	228
177	51	0	228
172	50	6	228
212	16	0	228
214	2	12	228
157	69	2	228
211	17	0	228
151	77	0	228
213	15	0	228
148	70	10	228
224	4	0	228
104	120	4	228
134	90	4	228
204	20	4	228
147	71	10	228
210	14	4	228
108	110	10	228
164	58	6	228
42	184	2	228
146	70	12	228
215	5	8	228
219	5	4	228
205	15	8	228
225	3	0	228
2	222	4	228
224	2	2	228
206	22	0	228
209	7	12	228
96	132	0	228
204	22	2	228
200	26	2	228
168	50	10	228
184	38	6	228
224	4	0	228
226	2	0	228
8	220	0	228
185	41	2	228
5	211	12	228
178	50	0	228
133	95	0	228
185	43	0	228
113	115	0	228
125	99	4	228
111	115	2	228
128	100	0	228
192	36	0	228
222	2	4	228
217	11	0	228
188	40	0	228
218	10	0	228
222	2	4	228
224	4	0	228
6	214	8	228
225	3	0	228
214	2	12	228
151	67	10	228
217	5	6	228
206	14	8	228
163	55	10	228
189	33	6	228
45	179	4	228
80	136	12	228
167	61	0	228
141	87	0	228
193	33	2	228
133	95	0	228
176	42	10	228
226	2	0	228
171	47	10	228
214	14	0	228
196	22	10	228
87	139	2	228
214	12	2	228
136	90	2	228
201	15	12	228
216	4	8	228
120	108	0	228
40	188	0	228
14	214	0	228
35	193	0	228
208	18	2	228
98	126	4	228
196	26	6	228
218	10	0	228
169	49	10	228
219	7	2	228
216	12	0	228
222	4	2	228
43	175	10	228
222	2	4	228
116	110	2	228
212	10	6	228
221	7	0	228
214	6	8	228
217	11	0	228
208	20	0	228
205	11	12	228
54	168	6	228
195	23	10	228
189	27	12	228
221	7	0	228
209	9	10	228
86	138	4	228
197	31	0	228
225	3	0	228
225	3	0	228
213	13	2	228
160	64	4	228
167	53	8	228
156	66	6	228
14	214	0	228
120	108	0	228
174	52	2	228
219	9	0	228
42	182	4	228
121	105	2	228
150	72	6	228
205	13	10	228
216	6	6	228
212	4	12	228
210	18	0	228
186	40	2	228
218	2	8	228
223	5	0	228
224	4	0	228
225	3	0	228
218	6	4	228
193	35	0	228
192	36	0	228
214	4	10	228
28	192	8	228
195	31	2	228
223	5	0	228
97	127	4	228
210	6	12	228
222	6	0	228
219	7	2	228
174	46	8	228
35	193	0	228
8	212	8	228
213	15	0	228
213	9	6	228
177	45	6	228
205	23	0	228
108	120	0	228
17	199	12	228
7	211	10	228
62	160	6	228
220	2	6	228
212	10	6	228
220	6	2	228
205	21	2	228
121	95	12	228
157	69	2	228
220	4	4	228
192	36	0	228
222	6	0	228
177	47	4	228
170	56	2	228
91	129	8	228
96	132	0	228
212	10	6	228
214	4	10	228
140	78	10	228
99	129	0	228
186	42	0	228
138	86	4	228
214	2	12	228
110	118	0	228
205	13	10	228
212	16	0	228
14	214	0	228
218	10	0	228
224	2	2	228
215	13	0	228
119	107	2	228
214	4	10	228
204	14	10	228
34	194	0	228
59	159	10	228
113	107	8	228
180	46	2	228
221	7	0	228
40	188	0	228
221	7	0	228
214	2	12	228
38	188	2	228
217	11	0	228
224	4	0	228
224	2	2	228
197	31	0	228
136	88	4	228
158	68	2	228
214	2	12	228
164	60	4	228
108	114	6	228
218	2	8	228
44	184	0	228
185	35	8	228
53	169	6	228
50	176	2	228
214	2	12	228
220	2	6	228
155	73	0	228
224	4	0	228
218	4	6	228
185	43	0	228
213	5	10	228
23	195	10	228
31	191	6	228
223	5	0	228
226	2	0	228
196	32	0	228
147	81	0	228
223	3	2	228
56	172	0	228
196	26	6	228
123	105	0	228
175	53	0	228
51	173	4	228
201	15	12	228
58	170	0	228
226	2	0	228
70	158	0	228
156	68	4	228
224	4	0	228
218	4	6	228
216	2	10	228
105	123	0	228
218	10	0	228
8	220	0	228
193	33	2	228
115	111	2	228
