Species	Sample	Coefficient	Estimate
C.profundus	THU060	chrLR778289.1	1.03874895341145
C.profundus	THU060	chrLR778290.1	1.37855854255683
C.profundus	THU060	chrLR778291.1	1.02820412427194
C.profundus	THU060	chrLR778292.1	1.0612760532878
C.profundus	THU061	(Intercept)	258.141780456966
C.profundus	THU061	size	0.998346270390929
C.profundus	THU061	chrLR778254.1	1.00420382085627
C.profundus	THU061	chrLR778255.1	1.01939273668304
C.profundus	THU061	chrLR778256.1	1.09115350790695
C.profundus	THU061	chrLR778257.1	1.02934431090968
C.profundus	THU061	chrLR778258.1	1.02555061697136
C.profundus	THU061	chrLR778259.1	1.04558598781727
C.profundus	THU061	chrLR778260.1	1.02005529024588
C.profundus	THU061	chrLR778261.1	1.00803030401311
C.profundus	THU061	chrLR778262.1	1.02107113207311
C.profundus	THU061	chrLR778263.1	1.02175681484864
C.profundus	THU061	chrLR778264.1	1.03752894084132
C.profundus	THU061	chrLR778265.1	1.05078793505582
C.profundus	THU061	chrLR778266.1	1.01191666159032
C.profundus	THU061	chrLR778267.1	1.03499078578181
C.profundus	THU061	chrLR778268.1	1.01543351258136
C.profundus	THU061	chrLR778269.1	1.06105167717289
C.profundus	THU061	chrLR778270.1	0.995541847190859
C.profundus	THU061	chrLR778271.1	1.01104453347365
C.profundus	THU061	chrLR778272.1	1.03247289710249
C.profundus	THU061	chrLR778273.1	1.01180249855054
C.profundus	THU061	chrLR778274.1	1.70331965631768
C.profundus	THU061	chrLR778275.1	1.03993328505398
C.profundus	THU061	chrLR778276.1	1.03181117973322
C.profundus	THU061	chrLR778277.1	1.00823092088005
C.profundus	THU061	chrLR778278.1	1.03288699196708
C.profundus	THU061	chrLR778279.1	1.01206542594119
C.profundus	THU061	chrLR778280.1	1.30682332442427
C.profundus	THU061	chrLR778281.1	0.994299501685846
C.profundus	THU061	chrLR778282.1	1.02238639697779
C.profundus	THU061	chrLR778283.1	0.999309678611835
C.profundus	THU061	chrLR778284.1	1.56330324127887
C.profundus	THU061	chrLR778285.1	1.02039962870885
C.profundus	THU061	chrLR778286.1	0.955822658193689
C.profundus	THU061	chrLR778287.1	1.24502201950544
C.profundus	THU061	chrLR778288.1	1.00523858754445
C.profundus	THU061	chrLR778289.1	1.08917617213033
C.profundus	THU061	chrLR778290.1	1.50976216215335
C.profundus	THU061	chrLR778291.1	1.0420769539447
C.profundus	THU061	chrLR778292.1	1.13375347414344
C.profundus	THU091	(Intercept)	650.509317072577
C.profundus	THU091	size	0.991828025124911
C.profundus	THU091	chrLR778254.1	0.955705725913508
C.profundus	THU091	chrLR778255.1	0.953220851002339
C.profundus	THU091	chrLR778256.1	1.05190761518586
C.profundus	THU091	chrLR778257.1	0.985054601937415
C.profundus	THU091	chrLR778258.1	1.01014747158553
C.profundus	THU091	chrLR778259.1	1.01830990891033
C.profundus	THU091	chrLR778260.1	1.00131152877707
C.profundus	THU091	chrLR778261.1	0.993653507563994
C.profundus	THU091	chrLR778262.1	0.964407915489892
C.profundus	THU091	chrLR778263.1	1.00182508319602
C.profundus	THU091	chrLR778264.1	0.989601871762191
C.profundus	THU091	chrLR778265.1	0.976224324081089
C.profundus	THU091	chrLR778266.1	1.01400440478278
C.profundus	THU091	chrLR778267.1	0.975024238767796
C.profundus	THU091	chrLR778268.1	0.993904329385426
C.profundus	THU091	chrLR778269.1	1.0612221418831
C.profundus	THU091	chrLR778270.1	0.961107905390921
C.profundus	THU091	chrLR778271.1	0.982191364086702
C.profundus	THU091	chrLR778272.1	1.01402139397485
C.profundus	THU091	chrLR778273.1	0.985762327713105
C.profundus	THU091	chrLR778274.1	1.57080928439513
C.profundus	THU091	chrLR778275.1	1.00938132257428
C.profundus	THU091	chrLR778276.1	0.991804819333232
C.profundus	THU091	chrLR778277.1	1.00814896825869
C.profundus	THU091	chrLR778278.1	0.991823023534192
C.profundus	THU091	chrLR778279.1	0.993665100211204
C.profundus	THU091	chrLR778280.1	1.21156382807332
C.profundus	THU091	chrLR778281.1	0.971911064876521
C.profundus	THU091	chrLR778282.1	0.975919933097841
C.profundus	THU091	chrLR778283.1	0.976651081911413
C.profundus	THU091	chrLR778284.1	1.37919389571946
C.profundus	THU091	chrLR778285.1	1.00140997715606
C.profundus	THU091	chrLR778286.1	0.951768685985722
C.profundus	THU091	chrLR778287.1	1.15819513809088
C.profundus	THU091	chrLR778288.1	0.987536068287638
C.profundus	THU091	chrLR778289.1	1.04853422544376
C.profundus	THU091	chrLR778290.1	1.40797365015424
C.profundus	THU091	chrLR778291.1	1.05945870710252
C.profundus	THU091	chrLR778292.1	1.08830666769171
C.profundus	THU099	(Intercept)	959.526245193107
C.profundus	THU099	size	0.991924434161058
C.profundus	THU099	chrLR778254.1	0.976853011237796
C.profundus	THU099	chrLR778255.1	0.977625312804828
C.profundus	THU099	chrLR778256.1	1.04680371361215
C.profundus	THU099	chrLR778257.1	1.01578124840098
C.profundus	THU099	chrLR778258.1	1.00760966866886
C.profundus	THU099	chrLR778259.1	1.01307313035732
C.profundus	THU099	chrLR778260.1	1.0354519505438
C.profundus	THU099	chrLR778261.1	0.99781229967979
C.profundus	THU099	chrLR778262.1	0.9856978267221
C.profundus	THU099	chrLR778263.1	0.988337785529627
C.profundus	THU099	chrLR778264.1	0.997532748762727
C.profundus	THU099	chrLR778265.1	0.990310246625636
C.profundus	THU099	chrLR778266.1	1.01976593041236
C.profundus	THU099	chrLR778267.1	1.01742457393025
C.profundus	THU099	chrLR778268.1	1.00091390753775
C.profundus	THU099	chrLR778269.1	1.04785773358472
C.profundus	THU099	chrLR778270.1	0.981207362500149
C.profundus	THU099	chrLR778271.1	1.0118468502237
C.profundus	THU099	chrLR778272.1	1.0149251664382
C.profundus	THU099	chrLR778273.1	0.989760969577464
C.profundus	THU099	chrLR778274.1	1.58786572125662
C.profundus	THU099	chrLR778275.1	1.02791060693529
C.profundus	THU099	chrLR778276.1	1.01261803956198
C.profundus	THU099	chrLR778277.1	1.01662650650716
C.profundus	THU099	chrLR778278.1	1.00402214950146
C.profundus	THU099	chrLR778279.1	0.969164575004517
C.profundus	THU099	chrLR778280.1	1.22057428729701
C.profundus	THU099	chrLR778281.1	0.970775900507738
C.profundus	THU099	chrLR778282.1	1.00942275666397
C.profundus	THU099	chrLR778283.1	0.978103880323123
C.profundus	THU099	chrLR778284.1	1.47268885521998
C.profundus	THU099	chrLR778285.1	1.01387207642568
C.profundus	THU099	chrLR778286.1	0.937271245201237
C.profundus	THU099	chrLR778287.1	1.1805147926902
C.profundus	THU099	chrLR778288.1	0.993350007374797
C.profundus	THU099	chrLR778289.1	1.07194887170529
C.profundus	THU099	chrLR778290.1	1.36045581607375
C.profundus	THU099	chrLR778291.1	1.03238382939322
C.profundus	THU099	chrLR778292.1	0.863436316569011
C.profundus	THU104	(Intercept)	999.718430160641
C.profundus	THU104	size	0.992885143241596
C.profundus	THU104	chrLR778254.1	0.991546692044477
C.profundus	THU104	chrLR778255.1	0.972145034543496
C.profundus	THU104	chrLR778256.1	1.08033561067974
C.profundus	THU104	chrLR778257.1	1.00218893035517
C.profundus	THU104	chrLR778258.1	1.03373952524999
C.profundus	THU104	chrLR778259.1	1.04546142535566
C.profundus	THU104	chrLR778260.1	1.0251472811554
C.profundus	THU104	chrLR778261.1	1.00281894237772
C.profundus	THU104	chrLR778262.1	1.00514542190045
C.profundus	THU104	chrLR778263.1	1.01916362030713
C.profundus	THU104	chrLR778264.1	1.01252082555302
C.profundus	THU104	chrLR778265.1	0.991790122188493
C.profundus	THU104	chrLR778266.1	1.04855805207892
C.profundus	THU104	chrLR778267.1	1.00428716045325
C.profundus	THU104	chrLR778268.1	1.02188955397219
C.profundus	THU104	chrLR778269.1	1.05617204774596
C.profundus	THU104	chrLR778270.1	0.987930299123133
C.profundus	THU104	chrLR778271.1	1.01532857799718
C.profundus	THU104	chrLR778272.1	1.02813891195251
C.profundus	THU104	chrLR778273.1	1.00248945809908
C.profundus	THU104	chrLR778274.1	1.68317890908067
C.profundus	THU104	chrLR778275.1	1.0220405604642
C.profundus	THU104	chrLR778276.1	1.02743057375611
C.profundus	THU104	chrLR778277.1	0.993963378056751
C.profundus	THU104	chrLR778278.1	0.995273774506167
C.profundus	THU104	chrLR778279.1	1.00921709193704
C.profundus	THU104	chrLR778280.1	1.28179896177108
C.profundus	THU104	chrLR778281.1	1.03022204865349
C.profundus	THU104	chrLR778282.1	1.00847418863205
C.profundus	THU104	chrLR778283.1	0.992081405830264
C.profundus	THU104	chrLR778284.1	1.54780192367114
C.profundus	THU104	chrLR778285.1	1.00929116071969
C.profundus	THU104	chrLR778286.1	0.975187451641882
C.profundus	THU104	chrLR778287.1	1.22272006577571
C.profundus	THU104	chrLR778288.1	1.00143453006061
C.profundus	THU104	chrLR778289.1	1.07818773407419
C.profundus	THU104	chrLR778290.1	1.40897548905967
C.profundus	THU104	chrLR778291.1	1.03985424015066
C.profundus	THU104	chrLR778292.1	1.10508063348758
C.profundus	THU106	(Intercept)	1335.25024813899
C.profundus	THU106	size	0.992832364218464
C.profundus	THU106	chrLR778254.1	0.963405241256231
C.profundus	THU106	chrLR778255.1	0.94956263281079
C.profundus	THU106	chrLR778256.1	1.05105756730858
C.profundus	THU106	chrLR778257.1	0.970053430659721
C.profundus	THU106	chrLR778258.1	0.98577396532219
C.profundus	THU106	chrLR778259.1	1.00137850091612
C.profundus	THU106	chrLR778260.1	0.988973020967886
C.profundus	THU106	chrLR778261.1	0.965122459033057
C.profundus	THU106	chrLR778262.1	0.9701594987515
C.profundus	THU106	chrLR778263.1	0.992539951370606
C.profundus	THU106	chrLR778264.1	0.963915792978296
C.profundus	THU106	chrLR778265.1	0.9747262724322
C.profundus	THU106	chrLR778266.1	0.97542840637499
C.profundus	THU106	chrLR778267.1	0.986337476810818
C.profundus	THU106	chrLR778268.1	0.983134058001469
C.profundus	THU106	chrLR778269.1	1.02835671963331
C.profundus	THU106	chrLR778270.1	0.957030297887166
C.profundus	THU106	chrLR778271.1	0.98629657236252
C.profundus	THU106	chrLR778272.1	1.00277361492605
C.profundus	THU106	chrLR778273.1	0.977555266998904
C.profundus	THU106	chrLR778274.1	1.66399871550607
C.profundus	THU106	chrLR778275.1	0.983502689483821
C.profundus	THU106	chrLR778276.1	0.996906524811976
C.profundus	THU106	chrLR778277.1	0.974942361891582
C.profundus	THU106	chrLR778278.1	0.994288799424626
C.profundus	THU106	chrLR778279.1	0.958862419237087
C.profundus	THU106	chrLR778280.1	1.2656599005165
C.profundus	THU106	chrLR778281.1	0.970125381874536
C.profundus	THU106	chrLR778282.1	0.994625571489066
C.profundus	THU106	chrLR778283.1	0.940598773276443
C.profundus	THU106	chrLR778284.1	1.54755134375476
C.profundus	THU106	chrLR778285.1	0.975260116785927
C.profundus	THU106	chrLR778286.1	0.948351298320351
C.profundus	THU106	chrLR778287.1	1.19792923140714
C.profundus	THU106	chrLR778288.1	0.959869804887191
C.profundus	THU106	chrLR778289.1	1.03574146460269
C.profundus	THU106	chrLR778290.1	1.46250285078718
C.profundus	THU106	chrLR778291.1	1.00338303548689
C.profundus	THU106	chrLR778292.1	1.05402405895056
C.profundus	THU107	(Intercept)	1208.3760911101
C.profundus	THU107	size	0.992476118999053
C.profundus	THU107	chrLR778254.1	0.970886062095315
C.profundus	THU107	chrLR778255.1	0.964765766213601
C.profundus	THU107	chrLR778256.1	1.06441206731586
C.profundus	THU107	chrLR778257.1	1.00628460409109
C.profundus	THU107	chrLR778258.1	1.01747686538933
C.profundus	THU107	chrLR778259.1	1.02806045411846
C.profundus	THU107	chrLR778260.1	0.999391177493267
C.profundus	THU107	chrLR778261.1	0.991299242765399
C.profundus	THU107	chrLR778262.1	0.996849543606018
C.profundus	THU107	chrLR778263.1	1.00819947411749
C.profundus	THU107	chrLR778264.1	0.991589128504751
C.profundus	THU107	chrLR778265.1	1.03040661858646
C.profundus	THU107	chrLR778266.1	1.02183012059329
C.profundus	THU107	chrLR778267.1	1.01176906008516
C.profundus	THU107	chrLR778268.1	1.00178862067387
C.profundus	THU107	chrLR778269.1	1.0420652092711
C.profundus	THU107	chrLR778270.1	0.976741332126158
C.profundus	THU107	chrLR778271.1	0.992723971650882
C.profundus	THU107	chrLR778272.1	1.01974290102529
C.profundus	THU107	chrLR778273.1	0.97920870508955
C.profundus	THU107	chrLR778274.1	1.68044966650173
C.profundus	THU107	chrLR778275.1	1.01345499320209
C.profundus	THU107	chrLR778276.1	1.01575595291743
C.profundus	THU107	chrLR778277.1	0.983864487959404
C.profundus	THU107	chrLR778278.1	1.0043396670854
C.profundus	THU107	chrLR778279.1	0.966773074221556
C.profundus	THU107	chrLR778280.1	1.31957378349139
C.profundus	THU107	chrLR778281.1	1.02828574237923
C.profundus	THU107	chrLR778282.1	0.993441138490058
C.profundus	THU107	chrLR778283.1	0.944138072619814
C.profundus	THU107	chrLR778284.1	1.56150315231128
C.profundus	THU107	chrLR778285.1	0.993532993868438
C.profundus	THU107	chrLR778286.1	0.955220400012309
C.profundus	THU107	chrLR778287.1	1.223555741655
C.profundus	THU107	chrLR778288.1	0.980295264337254
C.profundus	THU107	chrLR778289.1	1.04479999455369
C.profundus	THU107	chrLR778290.1	1.47934160752825
C.profundus	THU107	chrLR778291.1	1.01954176007377
C.profundus	THU107	chrLR778292.1	1.12698654544081
C.profundus	THU108	(Intercept)	1559.94281726062
C.profundus	THU108	size	0.992110926142904
C.profundus	THU108	chrLR778254.1	0.960819927860462
C.profundus	THU108	chrLR778255.1	0.957988897272041
C.profundus	THU108	chrLR778256.1	1.07324195737265
C.profundus	THU108	chrLR778257.1	0.959443407930724
C.profundus	THU108	chrLR778258.1	0.986764997729839
C.profundus	THU108	chrLR778259.1	0.995128631399473
C.profundus	THU108	chrLR778260.1	1.01946563351454
C.profundus	THU108	chrLR778261.1	0.975436992791214
C.profundus	THU108	chrLR778262.1	0.983647985739157
C.profundus	THU108	chrLR778263.1	0.977021644453662
C.profundus	THU108	chrLR778264.1	0.977716368319933
C.profundus	THU108	chrLR778265.1	0.989721461001789
C.profundus	THU108	chrLR778266.1	0.990555429554912
C.profundus	THU108	chrLR778267.1	0.992221461834339
C.profundus	THU108	chrLR778268.1	0.988091805788356
C.profundus	THU108	chrLR778269.1	1.02922837283259
C.profundus	THU108	chrLR778270.1	0.957858239290581
C.profundus	THU108	chrLR778271.1	0.982444982127424
C.profundus	THU108	chrLR778272.1	1.0008557302174
C.profundus	THU108	chrLR778273.1	0.997148736047642
C.profundus	THU108	chrLR778274.1	1.6254774195106
C.profundus	THU108	chrLR778275.1	1.0026691348743
C.profundus	THU108	chrLR778276.1	1.00143263836107
C.profundus	THU108	chrLR778277.1	0.991600263762117
C.profundus	THU108	chrLR778278.1	0.959939343700667
C.profundus	THU108	chrLR778279.1	0.960879288240521
C.profundus	THU108	chrLR778280.1	1.26244111573186
C.profundus	THU108	chrLR778281.1	0.972484768358422
C.profundus	THU108	chrLR778282.1	0.985271327151469
C.profundus	THU108	chrLR778283.1	0.953586026671489
C.profundus	THU108	chrLR778284.1	1.49085571489517
C.profundus	THU108	chrLR778285.1	0.981808396651925
C.profundus	THU108	chrLR778286.1	0.944143281208464
C.profundus	THU108	chrLR778287.1	1.17680402997584
C.profundus	THU108	chrLR778288.1	0.955271878573065
C.profundus	THU108	chrLR778289.1	1.05301295642653
C.profundus	THU108	chrLR778290.1	1.47275822208782
C.profundus	THU108	chrLR778291.1	1.00596404927524
C.profundus	THU108	chrLR778292.1	1.0414933820219
C.profundus	THU109	(Intercept)	714.496570041523
C.profundus	THU109	size	0.994691353598499
C.profundus	THU109	chrLR778254.1	0.982075073306143
C.profundus	THU109	chrLR778255.1	0.964113683766174
C.profundus	THU109	chrLR778256.1	1.07634825504458
C.profundus	THU109	chrLR778257.1	1.00022447796136
C.profundus	THU109	chrLR778258.1	0.993578981437892
C.profundus	THU109	chrLR778259.1	1.01491283106345
C.profundus	THU109	chrLR778260.1	1.00710710484614
C.profundus	THU109	chrLR778261.1	0.990830100451785
C.profundus	THU109	chrLR778262.1	0.999115593109338
C.profundus	THU109	chrLR778263.1	1.00171889034436
C.profundus	THU109	chrLR778264.1	0.990277779566895
C.profundus	THU109	chrLR778265.1	0.987914841789317
C.profundus	THU109	chrLR778266.1	1.0152719096994
C.profundus	THU109	chrLR778267.1	0.996990504079874
C.profundus	THU109	chrLR778268.1	1.01542199654368
C.profundus	THU109	chrLR778269.1	0.992694121838013
C.profundus	THU109	chrLR778270.1	0.979063348955132
C.profundus	THU109	chrLR778271.1	0.988923612438864
C.profundus	THU109	chrLR778272.1	1.00794851834213
C.profundus	THU109	chrLR778273.1	1.00218836574791
C.profundus	THU109	chrLR778274.1	1.66692660206983
C.profundus	THU109	chrLR778275.1	1.00877194139834
C.profundus	THU109	chrLR778276.1	1.00925531979211
C.profundus	THU109	chrLR778277.1	0.976718521839458
C.profundus	THU109	chrLR778278.1	0.993742618442854
C.profundus	THU109	chrLR778279.1	0.984088001100916
C.profundus	THU109	chrLR778280.1	1.28354384830583
C.profundus	THU109	chrLR778281.1	0.986688972366814
C.profundus	THU109	chrLR778282.1	0.998408262811498
C.profundus	THU109	chrLR778283.1	0.974000395376434
C.profundus	THU109	chrLR778284.1	1.52952979099341
C.profundus	THU109	chrLR778285.1	0.98562097234439
C.profundus	THU109	chrLR778286.1	0.950069441384981
C.profundus	THU109	chrLR778287.1	1.19969062861107
C.profundus	THU109	chrLR778288.1	0.975028835060922
C.profundus	THU109	chrLR778289.1	1.05510453950656
C.profundus	THU109	chrLR778290.1	1.44814613852983
C.profundus	THU109	chrLR778291.1	1.01773468193517
C.profundus	THU109	chrLR778292.1	1.06488909693039
C.profundus	THU110	(Intercept)	198.520466441284
C.profundus	THU110	size	0.993716077060004
C.profundus	THU110	chrLR778254.1	0.980688954524845
C.profundus	THU110	chrLR778255.1	0.977866202600714
C.profundus	THU110	chrLR778256.1	1.09627559406163
C.profundus	THU110	chrLR778257.1	0.984163245185277
C.profundus	THU110	chrLR778258.1	1.01119015090574
C.profundus	THU110	chrLR778259.1	1.03363745242111
C.profundus	THU110	chrLR778260.1	1.03047718811629
C.profundus	THU110	chrLR778261.1	1.01605401169731
C.profundus	THU110	chrLR778262.1	0.991616979780355
C.profundus	THU110	chrLR778263.1	1.00847001362696
C.profundus	THU110	chrLR778264.1	1.00595143883902
C.profundus	THU110	chrLR778265.1	1.1467964105856
C.profundus	THU110	chrLR778266.1	1.04283049577827
C.profundus	THU110	chrLR778267.1	1.02207593676464
C.profundus	THU110	chrLR778268.1	1.03096909438505
C.profundus	THU110	chrLR778269.1	1.03480870519094
C.profundus	THU110	chrLR778270.1	0.988971217322584
C.profundus	THU110	chrLR778271.1	1.01687440274559
C.profundus	THU110	chrLR778272.1	1.02356238971042
C.profundus	THU110	chrLR778273.1	1.01187083934008
C.profundus	THU110	chrLR778274.1	1.72581203999542
C.profundus	THU110	chrLR778275.1	1.01534418377454
C.profundus	THU110	chrLR778276.1	1.00300870510772
C.profundus	THU110	chrLR778277.1	1.00800761664942
C.profundus	THU110	chrLR778278.1	1.00297347528198
C.profundus	THU110	chrLR778279.1	0.99867077843767
C.profundus	THU110	chrLR778280.1	1.30469409830928
C.profundus	THU110	chrLR778281.1	1.02699826782175
C.profundus	THU110	chrLR778282.1	1.00407640329448
C.profundus	THU110	chrLR778283.1	0.979416214442563
C.profundus	THU110	chrLR778284.1	1.57263442547478
C.profundus	THU110	chrLR778285.1	0.993367611183718
C.profundus	THU110	chrLR778286.1	1.01093951915347
C.profundus	THU110	chrLR778287.1	1.2203144600541
C.profundus	THU110	chrLR778288.1	1.00087841015892
C.profundus	THU110	chrLR778289.1	1.04164297327574
C.profundus	THU110	chrLR778290.1	1.54704427069882
C.profundus	THU110	chrLR778291.1	1.05588095044091
C.profundus	THU110	chrLR778292.1	1.22071161393448
C.profundus	THU111	(Intercept)	510.403995080138
C.profundus	THU111	size	0.994779961559574
C.profundus	THU111	chrLR778254.1	0.992442006254294
C.profundus	THU111	chrLR778255.1	0.985267908699298
C.profundus	THU111	chrLR778256.1	1.08892527527021
C.profundus	THU111	chrLR778257.1	1.02027024826854
C.profundus	THU111	chrLR778258.1	1.01386491929485
C.profundus	THU111	chrLR778259.1	1.03511478297983
C.profundus	THU111	chrLR778260.1	1.02643804017472
C.profundus	THU111	chrLR778261.1	1.0140984350161
C.profundus	THU111	chrLR778262.1	1.01543989633864
C.profundus	THU111	chrLR778263.1	1.00972034325847
C.profundus	THU111	chrLR778264.1	1.02089811174208
C.profundus	THU111	chrLR778265.1	1.0044338827338
C.profundus	THU111	chrLR778266.1	1.04790924689613
C.profundus	THU111	chrLR778267.1	1.02275579313758
C.profundus	THU111	chrLR778268.1	1.02790701493374
C.profundus	THU111	chrLR778269.1	1.04700373113357
C.profundus	THU111	chrLR778270.1	0.990447718020182
C.profundus	THU111	chrLR778271.1	1.00184546424631
C.profundus	THU111	chrLR778272.1	1.04191371453854
C.profundus	THU111	chrLR778273.1	1.00932090266621
C.profundus	THU111	chrLR778274.1	1.68643691154027
C.profundus	THU111	chrLR778275.1	1.02700046543525
C.profundus	THU111	chrLR778276.1	1.03966348367709
C.profundus	THU111	chrLR778277.1	1.01609721098433
C.profundus	THU111	chrLR778278.1	1.01779506853265
C.profundus	THU111	chrLR778279.1	0.999057345543258
C.profundus	THU111	chrLR778280.1	1.31446224400902
C.profundus	THU111	chrLR778281.1	0.982109572051564
C.profundus	THU111	chrLR778282.1	1.02067863785532
C.profundus	THU111	chrLR778283.1	0.996067489258877
C.profundus	THU111	chrLR778284.1	1.5498684532071
C.profundus	THU111	chrLR778285.1	1.03739946691637
C.profundus	THU111	chrLR778286.1	0.990737306901321
C.profundus	THU111	chrLR778287.1	1.22642097112669
C.profundus	THU111	chrLR778288.1	1.01331003104249
C.profundus	THU111	chrLR778289.1	1.07217985087881
C.profundus	THU111	chrLR778290.1	1.49411183000253
C.profundus	THU111	chrLR778291.1	1.04276644244288
C.profundus	THU111	chrLR778292.1	1.05277205375441
C.profundus	THU113	(Intercept)	503.409355658557
C.profundus	THU113	size	0.991435485499355
C.profundus	THU113	chrLR778254.1	0.977179800339155
C.profundus	THU113	chrLR778255.1	0.970278718183502
C.profundus	THU113	chrLR778256.1	1.06800186996273
C.profundus	THU113	chrLR778257.1	1.02067325954068
C.profundus	THU113	chrLR778258.1	1.00711094926464
C.profundus	THU113	chrLR778259.1	1.02904791630394
C.profundus	THU113	chrLR778260.1	1.04654632862673
C.profundus	THU113	chrLR778261.1	1.02027679460809
C.profundus	THU113	chrLR778262.1	1.00760002926691
C.profundus	THU113	chrLR778263.1	0.996246372949834
C.profundus	THU113	chrLR778264.1	1.02067219451524
C.profundus	THU113	chrLR778265.1	1.02434852113079
C.profundus	THU113	chrLR778266.1	1.04551912876485
C.profundus	THU113	chrLR778267.1	1.01322876379107
C.profundus	THU113	chrLR778268.1	1.04327911107783
C.profundus	THU113	chrLR778269.1	1.06104711240756
C.profundus	THU113	chrLR778270.1	0.977916092216244
C.profundus	THU113	chrLR778271.1	1.02146314611859
C.profundus	THU113	chrLR778272.1	1.03469845682668
C.profundus	THU113	chrLR778273.1	0.991823086357772
C.profundus	THU113	chrLR778274.1	1.6578252505009
C.profundus	THU113	chrLR778275.1	1.05381753076507
C.profundus	THU113	chrLR778276.1	1.01841251273088
C.profundus	THU113	chrLR778277.1	1.02671073084374
C.profundus	THU113	chrLR778278.1	0.967794856322408
C.profundus	THU113	chrLR778279.1	0.993140499619149
C.profundus	THU113	chrLR778280.1	1.27666067612404
C.profundus	THU113	chrLR778281.1	1.04296248441881
C.profundus	THU113	chrLR778282.1	1.01790652557396
C.profundus	THU113	chrLR778283.1	1.00407354879538
C.profundus	THU113	chrLR778284.1	1.54484201158254
C.profundus	THU113	chrLR778285.1	1.02225943792194
C.profundus	THU113	chrLR778286.1	1.01337494715069
C.profundus	THU113	chrLR778287.1	1.24348478864474
C.profundus	THU113	chrLR778288.1	1.02472877090465
C.profundus	THU113	chrLR778289.1	1.07535360557355
C.profundus	THU113	chrLR778290.1	1.52077816693106
C.profundus	THU113	chrLR778291.1	1.04405163052477
C.profundus	THU113	chrLR778292.1	1.13350747993842
C.profundus	THU118	(Intercept)	591.520409132796
C.profundus	THU118	size	0.991013552239122
C.profundus	THU118	chrLR778254.1	0.971194492304667
C.profundus	THU118	chrLR778255.1	0.977294231006167
C.profundus	THU118	chrLR778256.1	1.08938415125316
C.profundus	THU118	chrLR778257.1	1.02156673773679
C.profundus	THU118	chrLR778258.1	1.02717311818346
C.profundus	THU118	chrLR778259.1	1.08138660848648
C.profundus	THU118	chrLR778260.1	1.03129414232235
C.profundus	THU118	chrLR778261.1	1.02739730375063
C.profundus	THU118	chrLR778262.1	0.990176601354766
C.profundus	THU118	chrLR778263.1	1.01879232149801
C.profundus	THU118	chrLR778264.1	1.02804675073519
C.profundus	THU118	chrLR778265.1	1.01396208935876
C.profundus	THU118	chrLR778266.1	1.05739891952384
C.profundus	THU118	chrLR778267.1	1.01689704890019
C.profundus	THU118	chrLR778268.1	1.03705538842817
C.profundus	THU118	chrLR778269.1	1.06807048218921
C.profundus	THU118	chrLR778270.1	1.00881736341647
C.profundus	THU118	chrLR778271.1	1.03731854985312
C.profundus	THU118	chrLR778272.1	1.02530051669728
C.profundus	THU118	chrLR778273.1	1.00730716763489
C.profundus	THU118	chrLR778274.1	1.76899147877772
C.profundus	THU118	chrLR778275.1	1.04015278884469
C.profundus	THU118	chrLR778276.1	1.02067991977745
C.profundus	THU118	chrLR778277.1	1.01332068028435
C.profundus	THU118	chrLR778278.1	0.986150279043492
C.profundus	THU118	chrLR778279.1	1.00543764916649
C.profundus	THU118	chrLR778280.1	1.31169810173676
C.profundus	THU118	chrLR778281.1	1.04138243596468
C.profundus	THU118	chrLR778282.1	1.0297031132366
C.profundus	THU118	chrLR778283.1	0.988882110446764
C.profundus	THU118	chrLR778284.1	1.55623706919583
C.profundus	THU118	chrLR778285.1	1.00326122893941
C.profundus	THU118	chrLR778286.1	0.99618242792598
C.profundus	THU118	chrLR778287.1	1.2850476445492
C.profundus	THU118	chrLR778288.1	1.03032101254887
C.profundus	THU118	chrLR778289.1	1.07811538266398
C.profundus	THU118	chrLR778290.1	1.54781874430608
C.profundus	THU118	chrLR778291.1	1.0826350224813
C.profundus	THU118	chrLR778292.1	1.1784367818633
C.profundus	THU119	(Intercept)	409.556377980886
C.profundus	THU119	size	0.9931262903066
C.profundus	THU119	chrLR778254.1	0.950163168822933
C.profundus	THU119	chrLR778255.1	0.955369069886854
C.profundus	THU119	chrLR778256.1	1.06928231757259
C.profundus	THU119	chrLR778257.1	0.989230349350347
C.profundus	THU119	chrLR778258.1	0.988757099233965
C.profundus	THU119	chrLR778259.1	1.01503362003672
C.profundus	THU119	chrLR778260.1	1.0049006506571
C.profundus	THU119	chrLR778261.1	0.992706767505036
C.profundus	THU119	chrLR778262.1	0.976008631042829
C.profundus	THU119	chrLR778263.1	0.967650187772452
C.profundus	THU119	chrLR778264.1	0.986209133958807
C.profundus	THU119	chrLR778265.1	0.971337073568789
C.profundus	THU119	chrLR778266.1	1.04686387349181
C.profundus	THU119	chrLR778267.1	0.985536585789229
C.profundus	THU119	chrLR778268.1	0.985349410136179
C.profundus	THU119	chrLR778269.1	1.02773429365231
C.profundus	THU119	chrLR778270.1	0.968189642141283
C.profundus	THU119	chrLR778271.1	0.976564245922588
C.profundus	THU119	chrLR778272.1	1.0037543341161
C.profundus	THU119	chrLR778273.1	0.991613536015522
C.profundus	THU119	chrLR778274.1	1.61489803248099
C.profundus	THU119	chrLR778275.1	1.00830064840117
C.profundus	THU119	chrLR778276.1	0.996091256166621
C.profundus	THU119	chrLR778277.1	0.982971675132527
